STREET,DISTRICT,AREA_M2,ROOMS,PRICE,PROPERTY_CONDITION,COMFORT,ENERGY_USAGE,FLOOR,LIFT,BUILDING_HEIGHT,INNER_HEIGHT,AIR_CONDITIONING,FURNISHED,UTILITIES_EXPENSE,WHEELCHAIR_ACCESSIBLE,ORIENTATION,VIEW,BALCONY,HAS_GARDEN,HAS_ATTIC,HAS_EQUIPMENT,PET,SMOKING,PARKING,PANEL_PROGRAM
 Pajzs utca,II,62,2,498.0,5.0,3.0,,0.0,,3.0,,0,,0.0,0,,,9.0,,,,0.0,not allowed,1,
 Templom utca,XXI,50,2,362.0,5.0,3.0,,1.0,0.0,4.0,1.0,0,1.0,0.0,0,east,street,0.0,0.0,0.0,0.0,0.0,not allowed,1,
 Hegedus Gyula utca,XIII,72,3,695.0,5.0,3.0,,7.0,1.0,9.0,1.0,0,3.0,0.0,1,west,panoramic,18.0,0.0,0.0,1.0,1.0,not allowed,0,
 Schweidel utca,XI,62,2,601.0,5.0,3.0,,4.0,0.0,4.0,1.0,1,4.0,48.0,0,south-east,panoramic,0.0,,0.0,1.0,0.0,,1,
 Ormansag utca,XIV,46,1,438.0,4.0,3.0,,3.0,1.0,10.0,,0,4.0,60.0,0,south,street,0.0,,,1.0,1.0,not allowed,,1.0
 Vizisport utca,XX,46,2,544.0,6.0,3.0,,0.0,1.0,4.0,1.0,1,2.0,0.0,0,east,garden,0.0,1.0,0.0,0.0,0.0,not allowed,,
 Margit korut,II,41,1,453.0,5.0,3.0,,0.5,1.0,6.0,2.0,1,4.0,0.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Lorinc pap ter,VIII,68,1,544.0,,,,,,,,0,,45.0,0,,,0.0,,,,,,,
 Szent Laszlo ut 3.,XIII,45,3,423.0,5.0,,,2.0,0.0,,2.0,0,1.0,0.0,0,,street,0.0,,,1.0,0.0,not allowed,,
 Tenkes utca,XXII,55,1,393.0,3.0,,,3.0,,3.0,,0,,106.0,0,,,3.0,,,,,,,
 Kozepso-Erzsebetvaros,VII,62,3,664.0,5.0,,,2.0,1.0,,2.0,0,,0.0,0,south-west,court,0.0,,0.0,,,,,
 Dembinszky utca,VII,34,1,317.0,4.0,3.0,8,3.0,0.0,4.0,1.0,0,2.0,0.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,,
 Vorosvari ut,III,33,1,453.0,5.0,3.0,,10.0,1.0,10.0,,0,4.0,0.0,0,,,0.0,,,1.0,0.0,,,
 Ujlipotvaros  Kleopatrahaz,XIII,50,2,559.0,5.0,,,6.0,1.0,,,0,,0.0,0,north-west,street,5.0,,0.0,,,,,
 Gutenberg korut 9.,XIX,49,2,438.0,5.0,,,1.0,0.0,2.0,,0,2.0,0.0,0,,,0.0,,0.0,,0.0,not allowed,1,
 Aliz utca 6.,XI,45,1,664.0,6.0,3.0,12,3.0,1.0,10.0,,1,1.0,0.0,1,east,garden,12.0,0.0,0.0,,0.0,not allowed,1,
 Balazs Bela utca,IX,43,1,423.0,5.0,3.0,,3.0,1.0,4.0,,0,4.0,100.0,0,north-east,street,0.0,0.0,1.0,1.0,0.0,not allowed,0,
 Szabo Ervin utca 31.,XIX,100,3,664.0,6.0,3.0,,5.0,1.0,5.0,,0,4.0,0.0,0,south-west,panoramic,14.0,0.0,1.0,1.0,0.0,not allowed,1,
 Batthyany utca,I,65,2,483.0,4.0,3.0,,2.0,1.0,,,0,1.0,0.0,0,east,court,0.0,,,1.0,,,0,
 Furesz utca,XIV,47,2,453.0,5.0,3.0,,0.5,0.0,4.0,1.0,0,4.0,45.0,0,east,court,4.0,,,1.0,0.0,not allowed,0,
 Szent Kristof utca,XI,54,2,544.0,5.0,,,2.0,0.0,2.0,,1,4.0,36.0,0,,court,0.0,,,1.0,0.0,,0,
 Sip utca,VII,39,1,453.0,5.0,,,1.0,0.0,,2.0,0,,0.0,0,south-west,court,0.0,,0.0,,,,,
 Erkel utca,IX,49,1,453.0,5.0,3.0,,4.0,1.0,4.0,,0,4.0,60.0,0,,street,0.0,,,1.0,0.0,,0,
 Napfeny utca,IX,50,2,393.0,5.0,3.0,,0.0,,4.0,,0,1.0,60.0,0,south-east,garden,3.0,,,,1.0,not allowed,1,
 Csorgofa utca 2.,XVIII,38,1,362.0,,3.0,,3.0,1.0,,,0,,0.0,0,,garden,4.0,,0.0,1.0,,,1,
 Sziv utca,VI,44,2,483.0,5.0,3.0,,3.0,0.0,,,0,4.0,0.0,0,,,0.0,,,1.0,,,,
 Corvin setany,VIII,39,1,560.0,6.0,3.0,,1.0,1.0,10.0,,0,4.0,97.0,0,north,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kapas utca,II,49,2,755.0,6.0,3.0,,3.0,1.0,7.0,,1,4.0,121.0,0,east,court,6.0,0.0,0.0,1.0,0.0,not allowed,0,
 Podmaniczky utca,VI,135,5,785.0,4.0,,,5.0,1.0,6.0,2.0,0,1.0,75.0,0,west,street,2.0,,,,1.0,,0,
 Szikla utca,II,100,4,1425.0,4.0,,,2.0,,2.0,,0,4.0,0.0,0,,,0.0,,1.0,1.0,,,0,
 Csontvary Kosztka Tivadar utca,XVIII,71,3,483.0,,,,,,,,0,,0.0,0,,,5.0,,,,,,,
 Eotvos utca,VI,50,2,695.0,5.0,4.0,18,1.0,0.0,3.0,,0,4.0,45.0,0,,,0.0,,,1.0,0.0,not allowed,1,
 Dugonics utca,VIII,30,1,378.0,5.0,3.0,,2.0,0.0,3.0,2.0,0,4.0,91.0,0,south-west,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Paulay Ede utca,VI,38,2,513.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Maglya koz,XIII,36,1,393.0,,,,,,,,0,,121.0,0,,,0.0,,,,,,,
 Lovag utca 7.,VI,65,2,423.0,4.0,,,2.0,0.0,,2.0,0,4.0,0.0,0,,,0.0,,,,0.0,not allowed,0,
 Szent Laszlo ut 14.,XIII,58,2,604.0,5.0,4.0,,4.0,1.0,4.0,,1,4.0,0.0,0,,panoramic,3.0,0.0,,1.0,0.0,not allowed,1,
 Jerney utca,XIV,52,1,604.0,,,,,,,,0,,0.0,0,,,13.0,,,,,,,
 Nepfurdo utca,XIII,51,1,423.0,4.0,3.0,,,1.0,,1.0,0,4.0,0.0,0,,street,2.0,,,1.0,0.0,not allowed,,
 Virag utca,IV,35,1,438.0,5.0,3.0,8,1.0,1.0,10.0,1.0,0,1.0,0.0,0,west,court,0.0,0.0,0.0,0.0,1.0,allowed,1,0.0
 Biro Laszlo Jozsef korut 1.,XI,42,2,574.0,6.0,5.0,19,4.0,1.0,6.0,1.0,1,4.0,60.0,1,south,court,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Marton utca,IX,74,3,906.0,5.0,3.0,,,1.0,,,0,4.0,63.0,0,,panoramic,0.0,,,,,,,
 Petnehazy utca,XIII,32,1,393.0,,,,,,,,0,,76.0,0,,,4.0,,,,,,,
 Hegedus Gyula utca,XIII,75,3,755.0,6.0,,,7.0,1.0,8.0,,0,1.0,0.0,0,,panoramic,4.0,,,1.0,,,0,
 Vaci ut 114.,XIII,43,1,423.0,5.0,3.0,5,2.0,0.0,4.0,2.0,0,4.0,91.0,0,,street,0.0,,0.0,1.0,0.0,not allowed,0,
 Szerdahelyi utca,VIII,45,2,302.0,,3.0,,3.0,0.0,4.0,2.0,0,4.0,121.0,0,,street,0.0,,,1.0,,allowed,0,
 Miklos utca 5.,III,18,1,196.0,5.0,4.0,18,,1.0,,1.0,1,4.0,60.0,0,west,panoramic,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Orom utca 18.,I,30,1,876.0,,,,,,,,0,,136.0,0,,,3.0,,,,,,,
 Garam utca,XIII,56,2,544.0,5.0,3.0,,1.0,0.0,,2.0,1,4.0,66.0,0,south,street,0.0,,0.0,1.0,0.0,not allowed,0,
 Maria utca,VIII,119,5,1323.0,5.0,,,8.0,1.0,,,1,4.0,0.0,0,,panoramic,0.0,,,1.0,0.0,,,
 Pestujhelyi ut,XV,31,1,362.0,,3.0,,1.0,0.0,2.0,2.0,0,4.0,0.0,0,,street,0.0,,0.0,1.0,0.0,,,
 Remete ut,XII,56,2,529.0,5.0,3.0,,2.0,0.0,2.0,1.0,0,4.0,151.0,0,south-west,panoramic,6.0,0.0,0.0,1.0,1.0,not allowed,1,
 Zsirai Miklos utca,III,36,1,362.0,3.0,3.0,,0.5,,,1.0,0,1.0,0.0,0,,street,0.0,,,0.0,,,1,1.0
 Bajcsy-Zsilinszky ut,V,87,3,1018.0,4.0,3.0,,3.0,1.0,5.0,2.0,0,4.0,0.0,1,,garden,15.0,0.0,0.0,1.0,,not allowed,0,
 Karpat utca 11.,XIII,45,1,513.0,6.0,3.0,,2.0,1.0,8.0,1.0,1,4.0,45.0,1,south,court,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Benyovszky Moric utca 2a,VIII,46,1,423.0,5.0,3.0,,2.0,0.0,3.0,2.0,0,4.0,0.0,0,south,street,9.0,0.0,0.0,1.0,,not allowed,0,
 Nanasi ut 2.,III,45,1,513.0,4.0,3.0,,1.0,1.0,5.0,1.0,0,4.0,121.0,0,west,garden,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Bajcsy-Zsilinszky ut,VI,60,3,713.0,6.0,,,4.0,1.0,,,1,4.0,0.0,0,,court,0.0,,,1.0,,,,
 Kalocsai utca,XIV,55,1,498.0,5.0,3.0,19,1.0,,3.0,,0,4.0,0.0,0,south-east,garden,6.0,,,1.0,0.0,not allowed,0,
 Bem rakpart,II,55,2,876.0,4.0,3.0,,2.0,0.0,5.0,2.0,0,4.0,91.0,0,east,panoramic,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Szerena ut,II,140,4,2240.0,5.0,4.0,,2.0,1.0,,,0,,0.0,0,,panoramic,0.0,,,1.0,,,0,
 Boszormenyi ut,XII,36,1,393.0,,,,,,,,0,,91.0,0,,,0.0,,,,,,,
 Pilvax koz 7.,V,70,2,785.0,5.0,3.0,17,4.0,1.0,5.0,2.0,1,4.0,211.0,0,west,street,3.0,0.0,0.0,1.0,0.0,not allowed,1,
 Kisfaludy utca 28.,VIII,26,1,378.0,4.0,,,0.0,,,2.0,0,4.0,54.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Sas utca,XXI,36,1,378.0,5.0,3.0,,4.0,1.0,,1.0,0,4.0,0.0,0,,garden,4.0,,0.0,1.0,0.0,,1,0.0
 Harshegyi ut,II,140,4,1629.0,5.0,4.0,,2.0,1.0,4.0,1.0,1,4.0,0.0,0,south-west,panoramic,15.0,,,1.0,1.0,,1,
 Terez korut 12.,VI,33,1,387.0,4.0,3.0,,1.0,1.0,3.0,,1,4.0,0.0,0,,court,0.0,,,1.0,0.0,not allowed,,
 Zoldlomb utca,II,60,2,571.0,5.0,3.0,,4.0,0.0,4.0,1.0,1,4.0,45.0,0,,panoramic,0.0,,0.0,1.0,1.0,not allowed,1,
Marko utca 1.,V,37,1,604.0,,,,0.0,1.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,,not allowed,,
 Ambrus utca,XIII,40,1,483.0,6.0,3.0,17,3.0,1.0,5.0,1.0,1,3.0,54.0,0,north-east,street,4.0,,0.0,1.0,0.0,not allowed,0,
 Greguss utca 10.,XII,60,2,574.0,5.0,3.0,,3.0,0.0,3.0,,1,4.0,0.0,0,,court,0.0,,0.0,1.0,1.0,not allowed,0,
 Ifjumunkas utca 17.,IX,39,1,408.0,4.0,3.0,,2.0,0.0,4.0,1.0,1,4.0,45.0,0,,garden,0.0,,0.0,1.0,,,0,
 Vaskapu utca,IX,49,2,498.0,6.0,3.0,,1.0,1.0,6.0,1.0,1,4.0,54.0,1,south-west,street,3.0,1.0,0.0,1.0,0.0,not allowed,0,
 Galga utca,XXII,45,2,453.0,5.0,,,1.0,1.0,4.0,,1,3.0,0.0,0,,garden,8.0,,0.0,1.0,0.0,not allowed,1,
 Kek Golyo utca,XII,48,1,513.0,5.0,3.0,,2.0,0.0,3.0,1.0,0,1.0,0.0,0,,,4.0,,,,,not allowed,0,
 Arpad fejedelem utja 51.,III,40,1,393.0,5.0,,,1.0,1.0,5.0,,0,4.0,0.0,0,,,5.0,,,1.0,0.0,not allowed,,
 Pillango park 14.,XIV,50,2,468.0,5.0,,,4.0,1.0,10.0,,0,2.0,76.0,0,east,street,0.0,,,,0.0,not allowed,1,1.0
 Goncol utca 12.,XIII,36,1,362.0,5.0,3.0,,0.0,0.0,4.0,1.0,0,3.0,60.0,0,north-west,street,0.0,,0.0,0.0,0.0,not allowed,0,
 Kossuth Lajos ter 9.,V,93,3,1450.0,5.0,4.0,,4.0,1.0,5.0,,1,3.0,123.0,0,,panoramic,0.0,,,1.0,,,,
 Gyarmat utca,XIV,57,2,498.0,5.0,3.0,,1.0,,3.0,,0,,0.0,0,south,,3.0,,,,0.0,not allowed,,
 Futo utca,VIII,42,1,423.0,5.0,3.0,,1.0,1.0,6.0,1.0,1,4.0,62.0,0,west,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Belso-Erzsebetvaros,VII,26,1,483.0,5.0,3.0,,1.0,1.0,,,0,4.0,0.0,0,,court,0.0,,0.0,1.0,,,,
 Arpad fejedelem utja,II,79,2,544.0,4.0,3.0,18,1.0,1.0,5.0,2.0,1,4.0,136.0,0,east,panoramic,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Sziv utca 61.,VI,75,3,994.0,6.0,4.0,,7.0,1.0,7.0,,1,4.0,60.0,0,,panoramic,0.0,,,1.0,1.0,not allowed,,
 Bartok Bela ut,XI,28,1,362.0,4.0,,,4.0,1.0,,,0,2.0,0.0,0,,street,0.0,,,1.0,,,,
 Wesselenyi utca 60.,VII,69,2,483.0,4.0,3.0,,1.0,1.0,5.0,2.0,0,4.0,91.0,0,west,court,0.0,,,1.0,1.0,not allowed,,
 Vorosmarty utca 55.,VI,36,1,408.0,4.0,3.0,,1.0,0.0,3.0,2.0,0,4.0,0.0,0,south-east,court,0.0,0.0,0.0,0.0,0.0,not allowed,0,
 Ugocsa utca,XII,32,1,347.0,5.0,4.0,,7.0,1.0,7.0,,0,4.0,0.0,0,south-west,,0.0,,0.0,,1.0,not allowed,,
 Bocskai ut,XI,36,1,453.0,5.0,2.0,,3.0,1.0,6.0,,0,4.0,66.0,0,,street,0.0,,0.0,1.0,,,,
 Menesi ut,XI,41,1,423.0,4.0,3.0,,1.0,,3.0,2.0,0,,0.0,0,south-west,panoramic,0.0,,0.0,1.0,,,1,
 Andrassy ut 42.,VI,82,3,1450.0,5.0,5.0,,1.0,1.0,,2.0,1,4.0,0.0,0,,panoramic,5.0,0.0,0.0,1.0,,,,
 Matyashegy,III,135,4,1450.0,5.0,,,2.0,1.0,3.0,1.0,1,4.0,0.0,0,,panoramic,30.0,,,1.0,,,0,
 Rejto Jeno utca,VII,60,1,513.0,5.0,3.0,,1.0,1.0,6.0,1.0,0,4.0,181.0,0,south-east,garden,8.0,0.0,0.0,1.0,0.0,not allowed,0,
 Meszaros Lorinc utca,XIX,59,2,695.0,5.0,3.0,,1.0,0.0,2.0,1.0,0,4.0,91.0,0,,garden,0.0,1.0,,1.0,0.0,not allowed,1,
 Perczel Mor utca,V,141,3,3563.0,5.0,5.0,,3.0,1.0,5.0,2.0,1,4.0,0.0,0,south,panoramic,8.0,,,1.0,0.0,not allowed,1,
 Kis Fuvaros utca,VIII,32,1,362.0,5.0,4.0,,2.0,0.0,3.0,2.0,0,4.0,60.0,0,,street,0.0,0.0,,1.0,,not allowed,0,
 Gyertyalang utca,IV,42,1,423.0,5.0,3.0,16,1.0,0.0,3.0,1.0,0,1.0,48.0,0,east,street,3.0,1.0,0.0,,1.0,not allowed,0,
 Csepel-Szabotelep,XXI,46,1,423.0,5.0,,,1.0,1.0,,,0,,0.0,0,north,,4.0,,0.0,,,,,
 Maros utca,XII,24,1,302.0,4.0,3.0,7,0.0,0.0,3.0,2.0,0,4.0,23.0,0,north-west,court,0.0,,,1.0,,,0,
 Hutyra Ferenc utca,VII,41,2,393.0,5.0,3.0,,0.0,,3.0,2.0,0,4.0,121.0,0,,court,0.0,,0.0,1.0,0.0,,0,
 Csardas koz 1.,IX,40,2,287.0,4.0,3.0,,6.0,1.0,10.0,,0,4.0,0.0,0,,,0.0,,,1.0,,,,
 Havas utca,V,50,1,378.0,4.0,3.0,,2.0,0.0,2.0,,0,3.0,0.0,0,,street,0.0,0.0,0.0,1.0,1.0,not allowed,,
 Palinkas Antal utca 3.,XI,63,3,755.0,6.0,4.0,,6.0,,,,0,1.0,0.0,0,,court,4.0,,,1.0,0.0,not allowed,,
 Kortevirag utca 2.,XI,68,3,1057.0,6.0,4.0,,2.0,,,,0,1.0,0.0,0,,court,3.0,,,1.0,0.0,not allowed,,
 Kortevirag utca 2.,XI,33,1,453.0,5.0,4.0,,1.0,,,,0,1.0,0.0,0,,court,0.0,,,1.0,0.0,not allowed,,
 Ady Endre utca,XX,39,1,332.0,5.0,,,10.0,1.0,10.0,,1,4.0,0.0,0,,panoramic,0.0,,,1.0,,not allowed,1,
 Agoston utca,III,70,3,483.0,5.0,3.0,,10.0,1.0,10.0,1.0,0,4.0,121.0,0,,panoramic,6.0,,,1.0,0.0,not allowed,0,
 Szabo Ilonka utca,I,33,1,408.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Hogyes Endre utca,IX,32,1,347.0,4.0,2.0,,3.0,1.0,4.0,2.0,1,4.0,60.0,0,south-west,court,0.0,,0.0,1.0,,not allowed,0,
 Galga utca,XXII,41,1,378.0,6.0,3.0,14,0.0,1.0,3.0,1.0,0,3.0,0.0,0,south-west,court,7.0,0.0,0.0,0.0,0.0,not allowed,0,
 Uszodaru utca 5.,XIII,63,3,755.0,,4.0,,7.0,1.0,8.0,1.0,0,4.0,0.0,1,,street,13.0,1.0,0.0,1.0,,,0,
 Maros utca 50.,XII,54,2,695.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Arpad ut,IV,43,1,423.0,6.0,2.0,17,4.0,1.0,4.0,1.0,0,4.0,0.0,0,,street,0.0,,1.0,1.0,1.0,not allowed,0,
 Sarkany utca,VIII,43,2,480.0,5.0,3.0,,5.0,1.0,6.0,1.0,0,4.0,54.0,0,north-west,street,2.0,,0.0,1.0,0.0,not allowed,0,
 Dessewffy utca,VI,75,3,1208.0,5.0,4.0,,4.0,1.0,5.0,1.0,1,4.0,0.0,0,,street,0.0,,,1.0,,not allowed,,
 Pesti ut,XVII,53,1,362.0,4.0,3.0,,8.0,1.0,10.0,1.0,1,4.0,121.0,0,west,street,3.0,0.0,0.0,1.0,0.0,not allowed,1,0.0
 Podmaniczky utca,VI,70,2,755.0,4.0,,,3.0,1.0,,2.0,0,,0.0,0,west,street,0.0,,0.0,,,,,
 Baross ter,VII,30,1,438.0,5.0,3.0,,1.0,1.0,5.0,,0,4.0,50.0,0,south-west,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Taborhegyi ut,III,110,2,1217.0,5.0,3.0,,1.0,0.0,2.0,1.0,1,4.0,181.0,0,west,court,0.0,1.0,,1.0,,not allowed,1,
 Kardhegy utca,XI,100,4,544.0,4.0,3.0,,1.0,0.0,2.0,,0,1.0,0.0,0,,garden,0.0,,,,1.0,,1,
 Lagymanyos  Muegyetem kornyeke,XI,80,4,695.0,3.0,,,2.0,1.0,8.0,,0,1.0,0.0,0,,,2.0,,,0.0,1.0,,,
 Korisfa utca,XVIII,44,1,453.0,5.0,,,0.0,,,,1,4.0,60.0,0,south-west,,0.0,,,,1.0,not allowed,1,
 Belgrad rakpart,V,78,2,755.0,4.0,3.0,,3.0,1.0,4.0,2.0,0,1.0,0.0,0,south-west,panoramic,0.0,0.0,0.0,1.0,1.0,,0,
 Vag utca,XIII,53,1,604.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Dob utca 15.,VII,60,2,634.0,5.0,2.0,,2.0,0.0,2.0,2.0,1,4.0,102.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Karikas Frigyes utca,XIII,47,1,483.0,5.0,,,1.0,1.0,8.0,1.0,0,,60.0,0,,garden,0.0,0.0,,1.0,0.0,,0,
 Garda utca 4/A,XI,53,2,695.0,6.0,,,8.0,1.0,8.0,,1,2.0,0.0,1,east,panoramic,10.0,0.0,0.0,1.0,1.0,not allowed,0,
 Szabolcska Mihaly utca,XI,34,1,408.0,5.0,,,,,,,0,4.0,60.0,0,,,3.0,1.0,,,,not allowed,0,
 Margit korut,II,100,3,1018.0,5.0,,,1.0,0.0,4.0,,0,,0.0,0,east,panoramic,2.0,,,,,,,
 Arany Janos utca,XIX,55,1,453.0,4.0,,,7.0,1.0,,,1,4.0,151.0,0,,,0.0,,,,,,1,
 Haris koz,V,73,2,876.0,4.0,3.0,,0.5,1.0,5.0,2.0,0,1.0,0.0,0,west,street,0.0,,,,0.0,not allowed,,
 Belgrad rakpart,V,111,4,1510.0,5.0,4.0,,5.0,1.0,5.0,2.0,0,3.0,175.0,0,south-east,panoramic,0.0,0.0,,1.0,0.0,not allowed,0,
 Forgach utca,XIII,34,1,438.0,5.0,,,1.0,,,,1,4.0,0.0,0,,,0.0,,0.0,1.0,0.0,not allowed,0,
 Baroczy utca,XIV,27,1,242.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Matyas ter,VIII,45,2,483.0,,,,,,,,0,,60.0,0,,,0.0,,,,,,,
 Pestujhelyi ut 27.,XV,31,1,378.0,5.0,3.0,,1.0,0.0,2.0,1.0,0,4.0,91.0,0,west,street,0.0,0.0,0.0,,0.0,not allowed,1,
 Pannonia utca,XIII,110,2,664.0,4.0,,,3.0,1.0,4.0,2.0,0,4.0,0.0,0,east,street,0.0,,,,,,,
 Teve utca,XIII,76,2,906.0,6.0,3.0,,,1.0,,,1,,0.0,0,,,0.0,,,1.0,,,,
 Kelenfoldi ut 52.,XI,59,2,544.0,5.0,3.0,,1.0,0.0,,2.0,0,2.0,0.0,0,south,street,3.0,0.0,0.0,1.0,0.0,not allowed,1,
 Lechner Odon fasor,IX,133,3,1832.0,5.0,5.0,,2.0,1.0,6.0,2.0,0,4.0,0.0,0,south-west,street,26.0,,,1.0,,,,
 Vaci utca,V,88,3,1222.0,5.0,,,3.0,1.0,5.0,2.0,0,,0.0,0,east,street,0.0,,,,,,,
 Alagut utca,I,37,2,453.0,5.0,3.0,,0.0,,,2.0,0,3.0,0.0,0,south-east,street,0.0,0.0,,1.0,,not allowed,0,
 Beregszasz ut,XI,45,2,619.0,6.0,3.0,17,3.0,1.0,5.0,,0,1.0,76.0,1,east,panoramic,13.0,,,1.0,0.0,,1,
 Gergely utca,X,30,1,332.0,,,,,,,,0,,76.0,0,,,0.0,,,,,,,
 Istvan utca 45.,VII,35,1,362.0,5.0,3.0,4,2.0,0.0,4.0,2.0,0,4.0,18.0,0,south-west,street,0.0,0.0,,1.0,0.0,not allowed,0,
 Szinyei Merse Pal utca,VI,49,2,529.0,5.0,,,1.0,0.0,,,0,2.0,27.0,0,,court,0.0,,,1.0,0.0,not allowed,0,
 Revay utca,VI,97,3,997.0,6.0,3.0,19,5.0,1.0,5.0,1.0,1,4.0,91.0,0,,,9.0,,0.0,1.0,1.0,,,
 Belgrad rakpart,V,148,3,3258.0,5.0,,,,,,,0,,0.0,0,,panoramic,0.0,,,,,,,
 Columbus utca 65.,XIV,35,1,362.0,5.0,,,2.0,1.0,5.0,1.0,0,4.0,91.0,1,,garden,4.0,0.0,0.0,1.0,,,0,
 Ulloi ut 39.,IX,43,2,302.0,4.0,3.0,10,5.0,1.0,6.0,1.0,0,4.0,54.0,1,north-west,street,6.0,0.0,0.0,1.0,0.0,not allowed,0,
 Szabolcs utca,XIII,30,1,317.0,4.0,3.0,,1.0,,3.0,,0,4.0,79.0,0,,court,0.0,,0.0,1.0,1.0,,,
 Bazsarozsa utca,XIV,45,1,408.0,5.0,3.0,,1.0,0.0,,1.0,1,4.0,0.0,0,south-east,street,3.0,,,1.0,0.0,,1,
 Sashalom  Nagyiccetelep,XVI,16,1,181.0,4.0,3.0,,3.0,0.0,3.0,,0,2.0,0.0,0,,court,0.0,,1.0,,,,0,
 Csengery utca,VI,32,1,362.0,4.0,3.0,12,0.0,1.0,4.0,2.0,1,4.0,60.0,0,north-east,court,0.0,1.0,0.0,1.0,0.0,not allowed,1,
 Benedikt Otto utca 3 / d,XI,34,1,438.0,5.0,3.0,12,6.0,1.0,7.0,1.0,0,2.0,48.0,0,east,street,4.0,0.0,0.0,1.0,0.0,not allowed,1,
,XIV,50,2,151.0,,,,,,,,0,,60.0,0,,,0.0,,,,,,,
 Mariassy utca 6/A,IX,28,1,393.0,6.0,3.0,,5.0,1.0,,,0,4.0,0.0,0,,court,3.0,0.0,,1.0,0.0,not allowed,,
 Pillango park 4/A,XIV,54,2,483.0,4.0,3.0,,10.0,1.0,10.0,1.0,1,3.0,106.0,0,,panoramic,0.0,,0.0,1.0,1.0,allowed,1,1.0
 Bacskai utca,XIV,42,2,362.0,5.0,3.0,,1.0,0.0,,1.0,0,4.0,91.0,0,west,street,0.0,,,1.0,0.0,,1,
 Petofi utca 190.,XIX,65,2,544.0,6.0,,,,,,,1,1.0,0.0,0,,,6.0,0.0,0.0,,,not allowed,0,
 Visegradi utca,XIII,9,3,136.0,5.0,,,,1.0,,,0,4.0,76.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Desi Huber utca,IX,29,1,332.0,4.0,,,3.0,,,,0,,76.0,0,,,0.0,,,,,,,
 Viola utca 48.,IX,50,1,559.0,5.0,3.0,,1.0,1.0,6.0,,1,4.0,51.0,1,,garden,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Orczy ut 46-48,VIII,42,1,299.0,5.0,,,1.0,,2.0,,1,1.0,0.0,0,,,0.0,,,0.0,0.0,,,
 Drava utca,XIII,38,1,362.0,5.0,3.0,,2.0,0.0,4.0,2.0,0,1.0,0.0,0,south-east,court,0.0,0.0,,1.0,,,0,
 Barazda utca 40.,XI,69,2,816.0,5.0,3.0,12,2.0,1.0,8.0,1.0,1,4.0,45.0,1,south-east,garden,21.0,0.0,0.0,1.0,,not allowed,1,
 Mester utca,IX,47,1,453.0,5.0,3.0,,0.0,,,2.0,0,4.0,0.0,0,,court,0.0,,,1.0,0.0,not allowed,,
 Czobor utca 1.,XIV,55,2,378.0,5.0,2.0,10,2.0,0.0,3.0,1.0,0,4.0,106.0,0,south-west,street,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Kerepesi ut,XIV,60,3,483.0,5.0,3.0,,1.0,1.0,4.0,1.0,1,1.0,60.0,0,south-east,garden,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Berettyo utca 2.,XIII,61,3,725.0,5.0,3.0,,1.0,1.0,6.0,1.0,1,4.0,106.0,0,,street,5.0,0.0,0.0,1.0,,not allowed,1,
 Frankel Leo ut 9.,II,88,3,906.0,,,,,,,,0,,91.0,0,,,7.0,,,,,,,
 Ulloi ut 115/A,IX,25,1,378.0,5.0,3.0,,2.0,1.0,3.0,2.0,0,4.0,91.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kapuvar utca,XI,90,3,664.0,4.0,,,1.0,,2.0,,0,3.0,0.0,0,,street,8.0,1.0,0.0,,,,1,
 Bethlen Gabor utca 24/A,XV,49,2,453.0,5.0,3.0,,0.0,0.0,4.0,1.0,0,4.0,0.0,0,,court,0.0,,0.0,1.0,0.0,not allowed,1,
 Bartok Bela ut 35.,XI,90,3,755.0,4.0,4.0,17,2.0,1.0,5.0,2.0,1,3.0,0.0,0,west,garden,0.0,,0.0,1.0,1.0,not allowed,0,
